t,error_norm,torque_rms,torque_smoothness,safety_violation,residual_gate,q1,q2,qd1,qd2,error1,error2,tau1,tau2,supervisor_tau1,supervisor_tau2,residual_tau1,residual_tau2
0.02,0.04050401500298033,17.190612235502236,859.5306117751118,0.0,1.0,0.03205240314989144,0.4078104627891923,0.01528847159687587,0.44468248240091773,-0.0167639315530157,0.03687201961172537,23.967141005691566,4.075591990876443,0.0,0.0,23.967141005691566,4.075591990876443
0.04,0.03921793795472097,17.32857531562927,6.953514830327129,0.0,1.0,0.04662465511601255,0.4035117558028376,0.030567774339877347,0.439291963140992,-0.016056880776134985,0.03578020733815457,24.16364546926714,4.083782875525788,0.0,0.0,24.16364546926714,4.083782875525788
0.06,0.03757937360646998,17.42939754194908,5.118045997849241,0.0,1.0,0.06102943436578778,0.39946366052957316,0.045828747197790204,0.4338315005879084,-0.015200687167997717,0.034367840058335375,24.308402427046598,4.082813833051444,0.0,0.0,24.308402427046598,4.082813833051444
0.08,0.0356711844989679,17.49686859877785,3.48908257926128,0.0,1.0,0.07530191971588396,0.3955984280774518,0.06106224477682705,0.42830416245522424,-0.014239674939056979,0.032705734377772355,24.406669793226843,4.073731843185712,0.0,0.0,24.406669793226843,4.073731843185712
0.1,0.03356608625755007,17.534615167861187,2.0882588023453237,0.0,1.0,0.089470337398454,0.39185615211987734,0.0762591451196154,0.42271302404852323,-0.013211192278838713,0.030856871928645724,24.463476693946994,4.05755668040356,0.0,0.0,24.463476693946994,4.05755668040356
0.12000000000000001,0.03132732641051463,17.54606271822476,1.0611716122387418,0.0,1.0,0.10355669255235966,0.38818439514937353,0.09141035748053888,0.41706116651242575,-0.012146335071820946,0.028876771363052,24.48357191926794,4.035262060608698,0.0,0.0,24.48357191926794,4.035262060608698
0.13999999999999999,0.02900938732019407,17.534410325944968,1.0633299998976975,0.0,1.0,0.11757746847832751,0.384537769770533,0.10650683006958868,0.41135167507945797,-0.011070638408738898,0.026813905308924912,24.47138976381592,4.007764212702202,0.0,0.0,24.47138976381592,4.007764212702202
0.16,0.026658696449884403,17.50261604787261,1.817711147931165,0.0,1.0,0.13154428764315895,0.3808774880646424,0.12153955775691538,0.40558763732178726,-0.010004729886243346,0.024710149257145098,24.431030183455288,3.9759151416488074,0.0,0.0,24.431030183455288,3.9759151416488074
0.18,0.02431433128215204,17.453390684531072,2.610256640014963,0.0,1.0,0.14546453030738205,0.3771708904204756,0.1364995897303139,0.399772141406823,-0.008964940577067981,0.022601250986347576,24.36625054579308,3.940498333128746,0.0,0.0,24.36625054579308,3.940498333128746
0.19999999999999998,0.022008709197265698,17.389198160496697,3.321080576270656,0.0,1.0,0.15934190823628835,0.3733909636903161,0.1513780370979241,0.39390827435768505,-0.007963871138364276,0.02051731066736906,24.280466589730555,3.902225969241358,0.0,0.0,24.280466589730555,3.902225969241358
0.22,0.019768254955281443,17.31226108954486,3.9360899786537313,0.0,1.0,0.17317699226834504,0.36951585710248214,0.16616608042848796,0.38799912031953215,-0.007010911839857137,0.018483263217050183,24.17676052861373,3.8617377444879786,0.0,0.0,24.17676052861373,3.8617377444879786
0.24,0.017614040338437813,17.22457032011432,4.458780940029366,0.0,1.0,0.1869676935881559,0.3655284030442818,0.18085497722157057,0.3820477588327436,-0.006112716366585502,0.016519355788461976,24.05789452916907,3.819601582430228,0.0,0.0,24.05789452916907,3.819601582430228
0.26,0.015562392150827695,17.127897408479644,4.896855423660023,0.0,1.0,0.20070969941233008,0.36141564862315034,0.1954360693002277,0.37605726311393883,-0.0052736301121023565,0.014641614490788601,23.926328071871872,3.7763162298678687,0.0,0.0,23.926328071871872,3.7763162298678687
0.28,0.013625466261585175,17.023809098486304,5.259002108040172,0.0,1.0,0.214396864472711,0.3571684028178539,0.20990079011868423,0.370030698345817,-0.004496074354026547,0.012862295527963141,23.784237946199,3.7323153352841896,0.0,0.0,23.784237946199,3.7323153352841896
